TTB İçerik Listesi,,
Katalog Adı,(*) Birim,Katalog Kodu
Fotodinamik tedavi lazer uygulaması (seansı)  - RETİNA,"300,00",GÖZ HASTALIKLARI[16]
TTT (Trans pupiller termoterapi)  - RETİNA,"300,00",GÖZ HASTALIKLARI[16]
Evisserasyon - ORBİTA,"300,00",GÖZ HASTALIKLARI[16]
Enükleasyon - ORBİTA,"300,00",GÖZ HASTALIKLARI[16]
Makula dejenerasyonu için fotodinamik tedavi - İRİS İLE İLGİLİ İŞLEMLER,"300,00",GÖZ HASTALIKLARI[16]
"Tenotomi, myotomi - ŞAŞILIK AMELİYATLARI","275,00",GÖZ HASTALIKLARI[16]
Kapak tümörü ameliyatı (10 mm'den büyük)  - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"250,00",GÖZ HASTALIKLARI[16]
Entropiyum için cerrahi girişim - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"250,00",GÖZ HASTALIKLARI[16]
Ektropiyum için cerrahi girişim - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"250,00",GÖZ HASTALIKLARI[16]
Epikantus için cerrahi girişim - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"250,00",GÖZ HASTALIKLARI[16]
Kantoplasti - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"250,00",GÖZ HASTALIKLARI[16]
Siklodiyaliz - GLOKOM AMELİYATLARI,"250,00",GÖZ HASTALIKLARI[16]
"Lazer gonyoplasti, trabekuloplasti - GLOKOM AMELİYATLARI","250,00",GÖZ HASTALIKLARI[16]
Lazer iridotomi - GLOKOM AMELİYATLARI,"250,00",GÖZ HASTALIKLARI[16]
ICG anjiografisi (Indocyanıne Green Angiography) (iki göz) ,"200,00",GÖZ HASTALIKLARI[16]
Kapak tümörü ameliyatı (10 mm'ye kadar)  - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Konjonktivadan kist ve tümör çıkarılması (5 mm'den büyük kitleler)  - KONJUNKTİVA İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Kornea kesisi sütüre edilmesi - KORNEA İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Ön kamera ponksiyonu-lavajı - KORNEA İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Dissizyon - KATARAKT AMELİYATLARI,"200,00",GÖZ HASTALIKLARI[16]
Pupilloplasti - KATARAKT AMELİYATLARI,"200,00",GÖZ HASTALIKLARI[16]
Lazer kapsülotomi-sineşiotomi - KATARAKT AMELİYATLARI,"200,00",GÖZ HASTALIKLARI[16]
Periferik iridektomi - GLOKOM AMELİYATLARI,"200,00",GÖZ HASTALIKLARI[16]
Alt konka kırılması - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Nazolakrimal balon uygulamaları - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Fotokoagülasyon (seansı)  - RETİNA,"200,00",GÖZ HASTALIKLARI[16]
Hidroksiapatit implant için peg takılması - ORBİTA,"200,00",GÖZ HASTALIKLARI[16]
İridodiyaliz düzeltilmesi (4-6 saat kadranı kadar)  - İRİS İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Pupillaplasti - İRİS İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Malign tümörlerin wedge rezeksiyonu (biyopsi)  - İRİS İLE İLGİLİ İŞLEMLER,"200,00",GÖZ HASTALIKLARI[16]
Pterijiyum ameliyatı - KONJUNKTİVA İLE İLGİLİ İŞLEMLER,"175,00",GÖZ HASTALIKLARI[16]
Ankiste bleb revizyonu - GLOKOM AMELİYATLARI,"175,00",GÖZ HASTALIKLARI[16]
"Kapak kesisi sütüre edilmesi, kirpikli kenar, kaş veya tars onarımı - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER","150,00",GÖZ HASTALIKLARI[16]
Konjonktivadan kist ve tümör çıkarılması (5 mm'den küçük kitleler)  - KONJUNKTİVA İLE İLGİLİ İŞLEMLER,"150,00",GÖZ HASTALIKLARI[16]
Sineşiotomi - KATARAKT AMELİYATLARI,"150,00",GÖZ HASTALIKLARI[16]
Kapak veya konjonktiva biyopsisi - İRİS İLE İLGİLİ İŞLEMLER,"150,00",GÖZ HASTALIKLARI[16]
Vitreus Wick sendromu yağ lazer uygulaması - KATARAKT AMELİYATLARI,"140,00",GÖZ HASTALIKLARI[16]
Iridodiyaliz düzeltilmesi (3 saat kadranı kadar)  - İRİS İLE İLGİLİ İŞLEMLER,"140,00",GÖZ HASTALIKLARI[16]
Açı revizyonu - İRİS İLE İLGİLİ İŞLEMLER,"140,00",GÖZ HASTALIKLARI[16]
Tarsorafi - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"125,00",GÖZ HASTALIKLARI[16]
Blefarorafi - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"125,00",GÖZ HASTALIKLARI[16]
Konjonktiva örtmesi - KONJUNKTİVA İLE İLGİLİ İŞLEMLER,"125,00",GÖZ HASTALIKLARI[16]
Diod lazer siklofotokoagülasyon - GLOKOM AMELİYATLARI,"125,00",GÖZ HASTALIKLARI[16]
Siklokriyotermi - GLOKOM AMELİYATLARI,"125,00",GÖZ HASTALIKLARI[16]
Skleroterapi - İRİS İLE İLGİLİ İŞLEMLER,"125,00",GÖZ HASTALIKLARI[16]
Lazer interferometre,"100,00",GÖZ HASTALIKLARI[16]
Speküler mikroskopi,"100,00",GÖZ HASTALIKLARI[16]
Ultrasonik biomikroskopi (UBM) ,"100,00",GÖZ HASTALIKLARI[16]
Nerve Fiber Analyzer (NFA) ,"100,00",GÖZ HASTALIKLARI[16]
ERG-VER-EOG (üçü birden) ,"100,00",GÖZ HASTALIKLARI[16]
"Göz muayenesi, bebek için, genel anestezi","100,00",GÖZ HASTALIKLARI[16]
"Göz içi basıncı ölçümü, bebek için","100,00",GÖZ HASTALIKLARI[16]
"Gonyoskopi ve kornea çapı ölçümü, bebek için","100,00",GÖZ HASTALIKLARI[16]
"Fluorescein Fundus Anjiografi (FFA) (Fluoresein ilacı, enjeksiyon, siyah beyaz fundus resimleri dahil) (iki göz) ","100,00",GÖZ HASTALIKLARI[16]
Kontakt Lens (KL) muayene ve uygulaması (KL ücretleri hariç) (terapotik amaçlı) (iki göz) ,"100,00",GÖZ HASTALIKLARI[16]
OCT (Optik Koherens Tomografisi) Lazer Scanning Oftalmoskop (LSO) ile optik sinir başı 3D (3 boyutlu) analizi ,"100,00",GÖZ HASTALIKLARI[16]
OCT (Optik Koherens Tomografisi) Lazer Scanning Oftalmoskop (LSO) ile maküla 3D (3 boyutlu) analizi,"100,00",GÖZ HASTALIKLARI[16]
Distikiaziste kirpik temizliği - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
"Kapak kesisi sütüre edilmesi, 1 cm'den fazla cilt sütürü - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER","100,00",GÖZ HASTALIKLARI[16]
Kapakta kist ve şalazyon ameliyatı - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
"Distikiyaziste uygulanan elektroliz ameliyatı, her bir kapak kenarı için - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER","100,00",GÖZ HASTALIKLARI[16]
Siyanoakrilat yapıştırıcı ile perforasyon onarımı veya önlenmesi - KORNEA İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Kapsül germe halkası koyma - KATARAKT AMELİYATLARI,"100,00",GÖZ HASTALIKLARI[16]
Bebek için genel anestezi altında nazo-lakrimal lavaj - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Nazolakrimal kanal oklüzyonuna girişim-probing (sondalama)  - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Retinal tomografi - RETİNA,"100,00",GÖZ HASTALIKLARI[16]
Retinal flowmetre - RETİNA,"100,00",GÖZ HASTALIKLARI[16]
TOPS-S (Topografik Santral Retinal Scanning)  - RETİNA,"100,00",GÖZ HASTALIKLARI[16]
Sklera eksplorasyonu (travmatik lezyon)  - İRİS İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Sklerada yarım kat parsiyel laserasyon tamiri - İRİS İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Trikiazis (kirpik dönmesi)  - İRİS İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Anamoloskop (renk körlüğü tespiti)  - İRİS İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Kontrast duyarlılık testi - İRİS İLE İLGİLİ İŞLEMLER,"100,00",GÖZ HASTALIKLARI[16]
Ultrason ve biyometri (ikisi birden) ,"80,00",GÖZ HASTALIKLARI[16]
OCT (Optik Koherens Tomografisi) ,"80,00",GÖZ HASTALIKLARI[16]
ERG-VER-EOG (ikisi birden) ,"75,00",GÖZ HASTALIKLARI[16]
"Ön kamera ve vitreus ponksiyon veya injeksiyonu (aynı seansta ikisi birden, tanısal) ","75,00",GÖZ HASTALIKLARI[16]
"Kapak kesisi sütüre edilmesi, 1 cm'ye kadar cilt sütürü - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER","75,00",GÖZ HASTALIKLARI[16]
Tonografi,"70,00",GÖZ HASTALIKLARI[16]
HRT II (Heidelberg Retinal Tomografi)  - İRİS İLE İLGİLİ İŞLEMLER,"70,00",GÖZ HASTALIKLARI[16]
100 Hue testi,"60,00",GÖZ HASTALIKLARI[16]
Kapak apse drenajı - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"60,00",GÖZ HASTALIKLARI[16]
Kapaklara kriyo aplikasyonu - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"60,00",GÖZ HASTALIKLARI[16]
Konkresyon küretajı - KONJUNKTİVA İLE İLGİLİ İŞLEMLER,"60,00",GÖZ HASTALIKLARI[16]
Kese flegmonu drenajı - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"60,00",GÖZ HASTALIKLARI[16]
Mikroperimetri (MP-1)  - İRİS İLE İLGİLİ İŞLEMLER,"60,00",GÖZ HASTALIKLARI[16]
Bilgisayarlı görme alanı incelemesi ,"50,00",GÖZ HASTALIKLARI[16]
Hess perdesi incelemesi,"50,00",GÖZ HASTALIKLARI[16]
Biyometri,"50,00",GÖZ HASTALIKLARI[16]
"Göz muayenesi, ultrason eşliğinde[17]","50,00",GÖZ HASTALIKLARI[16]
"Elektroretinografi (ERG) -VER-EOG, her biri","50,00",GÖZ HASTALIKLARI[16]
"Ön kamera ponksiyonu ve/veya injeksiyonu, tanısal","50,00",GÖZ HASTALIKLARI[16]
"İntravitreal ponksiyon ve/veya injeksiyonu, tanısal","50,00",GÖZ HASTALIKLARI[16]
Konjonktivadan yabancı cisim çıkarılması - KONJUNKTİVA İLE İLGİLİ İŞLEMLER,"50,00",GÖZ HASTALIKLARI[16]
Korneadan yabancı cisim çıkarılması - KORNEA İLE İLGİLİ İŞLEMLER,"50,00",GÖZ HASTALIKLARI[16]
Ultrasonografi (tek göz)  - İRİS İLE İLGİLİ İŞLEMLER,"50,00",GÖZ HASTALIKLARI[16]
Şaşılık muayenesi,"40,00",GÖZ HASTALIKLARI[16]
Kornea topografisi ,"40,00",GÖZ HASTALIKLARI[16]
Nazo-lakrimal lavaj - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"40,00",GÖZ HASTALIKLARI[16]
Punktum koterizasyonu - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"40,00",GÖZ HASTALIKLARI[16]
Lakrimal tıkaç yerleştirilmesi - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"40,00",GÖZ HASTALIKLARI[16]
"Punktum açılması, dilatasyonu, lavajı - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER","40,00",GÖZ HASTALIKLARI[16]
Bebek için göz muayenesi (anestezisiz)  - İRİS İLE İLGİLİ İŞLEMLER,"40,00",GÖZ HASTALIKLARI[16]
Pentacam - İRİS İLE İLGİLİ İŞLEMLER,"40,00",GÖZ HASTALIKLARI[16]
Pakimetri,"30,00",GÖZ HASTALIKLARI[16]
Görme alanı incelemesi (perimetri) ,"30,00",GÖZ HASTALIKLARI[16]
Edridge-Green fener testi,"30,00",GÖZ HASTALIKLARI[16]
Rejional oküler anestezi,"30,00",GÖZ HASTALIKLARI[16]
Pakimetri PAM - KORNEA İLE İLGİLİ İŞLEMLER,"30,00",GÖZ HASTALIKLARI[16]
Korneal debridman - KORNEA İLE İLGİLİ İŞLEMLER,"30,00",GÖZ HASTALIKLARI[16]
Diagnostik Nazal Endoskopi (DNE)  - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"30,00",GÖZ HASTALIKLARI[16]
Retrobulber ve peribulber enjeksiyon,"25,00",GÖZ HASTALIKLARI[16]
Subkonjonktival ve subtenon enjeksiyon,"25,00",GÖZ HASTALIKLARI[16]
Kapak kesisi anestezisi - GÖZ KAPAKLARI İLE İLGİLİ İŞLEMLER,"25,00",GÖZ HASTALIKLARI[16]
Nazal mukoza ve cilt infiltrasyon anestezisi - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER,"25,00",GÖZ HASTALIKLARI[16]
Renk hissi muayenesi (iki göz) ,"20,00",GÖZ HASTALIKLARI[16]
Ortoptik tedavi (seansı) ,"20,00",GÖZ HASTALIKLARI[16]
Cam terapi (seansı) ,"20,00",GÖZ HASTALIKLARI[16]
Elektroliz,"20,00",GÖZ HASTALIKLARI[16]
"Burun tamponu, ön - GÖZYAŞI DRENAJ YOLLARI İLE İLGİLİ İŞLEMLER","20,00",GÖZ HASTALIKLARI[16]
Esteziometri,"15,00",GÖZ HASTALIKLARI[16]
Gonyoskopi muayenesi (erişkin hasta) ,"15,00",GÖZ HASTALIKLARI[16]
Ekzoftalmometri,"15,00",GÖZ HASTALIKLARI[16]
Synoptophor muayenesi (seansı) (iki göz) ,"15,00",GÖZ HASTALIKLARI[16]
Ön segment renkli resmi ve arka segment fundus renkli resmi,"15,00",GÖZ HASTALIKLARI[16]
Ön segment renkli resmi,"10,00",GÖZ HASTALIKLARI[16]
Arka segment fundus arka segment renkli resmi,"10,00",GÖZ HASTALIKLARI[16]
Schiermer testi,"10,00",GÖZ HASTALIKLARI[16]
Ekstrakorpereal Fotoferez tedavisi - DİĞER İŞLEMLER,"850,00",İÇ HASTALIKLARI
-Endoskopik mukozal rezeksiyon - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiyatı ayrıca eklenecektir) [19],"500,00",İÇ HASTALIKLARI
Endoskopik kistogastrostomi-duodenostomi (bu sırada yapılan dilatasyon ve stent uygulaması dahil)  - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işle,"500,00",İÇ HASTALIKLARI
"Apse ve kist drenajı, perkütan alkol enjeksiyonu, radyofrekans uygulaması vb. - ULTRASONOGRAFİK İŞLEMLER","500,00",İÇ HASTALIKLARI
Transjuguler karaciğer biyopsisi - ULTRASONOGRAFİK İŞLEMLER,"500,00",İÇ HASTALIKLARI
Kemik iliği dondurulması - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"500,00",İÇ HASTALIKLARI
Kemik iliği transplantasyonu-operasyon aşaması - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"500,00",İÇ HASTALIKLARI
"Hematopoietik hücre nakli, allojeneik - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ","500,00",İÇ HASTALIKLARI
"Hematopoietik hücre nakli, otolog - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ","500,00",İÇ HASTALIKLARI
"EUS ile kolanjiografi, pankreatografi (bu sırada yapılacak terapötik işlemler-dilatasyon, stent uygulaması vb) ERCP’deki gibi fiyatlandırılacaktır)  - ULTRASONOGRAFİK İŞLEMLER","400,00",İÇ HASTALIKLARI
EUS eşliğinde kistogastrostomi-duodenostomi (bu sırada yapılan dilatasyon ve stent uygulaması dahil)  - ULTRASONOGRAFİK İŞLEMLER,"400,00",İÇ HASTALIKLARI
Tanısal endoskopik ultrasonografi - ULTRASONOGRAFİK İŞLEMLER,"350,00",İÇ HASTALIKLARI
"EUS eşliğinde aspirasyon (biyopsi, sitoloji, sıvı aspirasyonu vb.)  - ULTRASONOGRAFİK İŞLEMLER","350,00",İÇ HASTALIKLARI
"EUS ile terapötik enjeksiyon yapılması (çöliak blokaj, varis tedavisi, tümör içi enjeksiyon, radyoaktif madde, radyofrekans verme vb.)  - ULTRASONOGRAFİK İŞLEMLER","350,00",İÇ HASTALIKLARI
Onkoloji hastası yüksek doz kemoterapi ve kök hücre nakli öncesi hazırlık ve değerlendirmesi - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"320,00",İÇ HASTALIKLARI
a) TANISAL ERCP - GASTROENTEROLOJİ,"300,00",İÇ HASTALIKLARI
Endoskopik sifinkterotomi - GASTROENTEROLOJİ,"300,00",İÇ HASTALIKLARI
"Litotripsi uygulaması (mekanik, elektrohidrolik, laser vb.)  - GASTROENTEROLOJİ","300,00",İÇ HASTALIKLARI
c) Peroral kolanjioskopi - GASTROENTEROLOJİ,"300,00",İÇ HASTALIKLARI
Balonlu enteroskopi (oral ve anal yol için aynı rakam geçerlidir)  - GASTROENTEROLOJİ,"300,00",İÇ HASTALIKLARI
Alt ve üst gastrointestinal mukozal ve submukozal lezyonlarının endoskopik olarak çıkarılması - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiy,"300,00",İÇ HASTALIKLARI
Gastrointestinal sistem darlıklarına stend yerleştirilmesi - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiyatı ayrıca eklenecektir) [19],"300,00",İÇ HASTALIKLARI
Endoskopik zayıflama balonu yerleştirilmesi (balon ücreti hariç)  - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiyatı ayrıca eklenecektir) [19,"300,00",İÇ HASTALIKLARI
"Ultrasonografi eşliğinde biyopsi alınması, ince iğne aspirasyonu yapılması - ULTRASONOGRAFİK İŞLEMLER","300,00",İÇ HASTALIKLARI
CD 34 seleksiyon işlemi - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"300,00",İÇ HASTALIKLARI
-Gastrointestinal darlıkların balon veya buji ile dilatasyonu - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiyatı ayrıca eklenecektir) [19],"250,00",İÇ HASTALIKLARI
Perkütan endoskopik gastrostomi-jejunostomi açılması - ENTERAL BESLENME GİRİŞİMLERİ,"250,00",İÇ HASTALIKLARI
İnce barsak motilitesi - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"250,00",İÇ HASTALIKLARI
Kolonik motilite - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"250,00",İÇ HASTALIKLARI
Oddi sfinkter manometrisi - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"250,00",İÇ HASTALIKLARI
Transabdominal karaciğer biyopsisi - ULTRASONOGRAFİK İŞLEMLER,"250,00",İÇ HASTALIKLARI
Taş çıkartılması - GASTROENTEROLOJİ,"200,00",İÇ HASTALIKLARI
Stent takılması (kaç stent takılırsa takılsın)  - GASTROENTEROLOJİ,"200,00",İÇ HASTALIKLARI
"Nazobiliyer, nazopankreatik, nazosistik drenaj - GASTROENTEROLOJİ","200,00",İÇ HASTALIKLARI
"Dilatasyon (balon, buji, vb.)  - GASTROENTEROLOJİ","200,00",İÇ HASTALIKLARI
Gastrointestinal sistemden yabancı cisim çıkartılması - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiyatı ayrıca eklenecektir) [19],"200,00",İÇ HASTALIKLARI
Antroduodenal motilite - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"200,00",İÇ HASTALIKLARI
Kemik iliğinde tümör hücresi arıtma (purcing işlem)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"200,00",İÇ HASTALIKLARI
Onkoloji hastası kemoterapi değerlendirme (yeni başvuruda ve her şema değişikliğinde ayrı ayrı uygulanmalıdır)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"190,00",İÇ HASTALIKLARI
Konvansiyonel jejunoskopi - GASTROENTEROLOJİ,"150,00",İÇ HASTALIKLARI
Kolonoskopi (ileokolonoskopi)  - GASTROENTEROLOJİ,"150,00",İÇ HASTALIKLARI
"Non-varisyel kanamalarda endoskopik tedaviler (heat probe, injeksiyon tedavileri, klip uygulaması, argon plazma koagülasyonu, bant uygulaması, vb.)  - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sist","150,00",İÇ HASTALIKLARI
"Gastrointestinal sistem varislerinin endoskopik tedavisi (skleroterapi, bant uygulaması, siyanoakrilat uygulaması, bırakılabilir snare uygulaması, vb.)  - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal ","150,00",İÇ HASTALIKLARI
Nazoenteral tüp yerleştirilmesi - ENTERAL BESLENME GİRİŞİMLERİ,"150,00",İÇ HASTALIKLARI
Özofagus motilitesi - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"150,00",İÇ HASTALIKLARI
Anorektal motilite - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"150,00",İÇ HASTALIKLARI
Anorektal EMG - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"150,00",İÇ HASTALIKLARI
24 saat özofagus pH monitorizasyonu - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"150,00",İÇ HASTALIKLARI
Tanısal transrektal ultrasonografi ultrasonografi - ULTRASONOGRAFİK İŞLEMLER,"150,00",İÇ HASTALIKLARI
"Transrektal ultrasonografi eşliğinde aspirasyon (biyopsi, sitoloji, sıvı aspirasyonu vb.)  - ULTRASONOGRAFİK İŞLEMLER","150,00",İÇ HASTALIKLARI
Transrektal ultrasonografi ile terapötik enjeksiyon yapılması - ULTRASONOGRAFİK İŞLEMLER,"150,00",İÇ HASTALIKLARI
"Alt ve üst gastrointestinal poliplerinin endoskopik olarak çıkartılması (snare polipektomi, hot biyopsi forsepsi ile polipektomi vb.) (bu sırada yapılan yardımcı işlemler-submukozal madde enjeksiyonu, bırakılabilir kement uygulaması vb.- dahildir.)  ","120,00",İÇ HASTALIKLARI
İmmünoadsorbsiyon (seansı)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"120,00",İÇ HASTALIKLARI
"Biliopankreatik kanaldan örnek alınması (fırça sitolojisi, biyopsi, aspirasyon biyopsisi vb.)  - GASTROENTEROLOJİ","100,00",İÇ HASTALIKLARI
Gastrointestinal sistem darlıklarını endoskop kanalında uygulanan balonla dilatasyonu - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakamlar geçerlidir) (diagnostik işlem fiyatı ayrı,"100,00",İÇ HASTALIKLARI
"Diğer endoskopik enjeksiyon uygulamaları (botilinum toksin uygulaması, marker enjeksiyonu, endoskopik aspirasyon biyopsisi, vb.)  - DİAGNOSTİK ENDOSKOPİK İŞLEMLER SONRASI YAPILAN TERAPÖTİK İŞLEMLER (alt ve üst gastrointestinal sistem için aynı rakaml","100,00",İÇ HASTALIKLARI
Biofeedback uygulaması (her seans için)  - MOTİLİTE VE İLİŞKİLİ ÇALIŞMALAR,"100,00",İÇ HASTALIKLARI
Terapötik sitaferez (seansı)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
Periferik kök hücre aferezi (seansı)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
Steril unitode bakım (günlük)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
Fotoferezis (seansı)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
CD 34 (kök hücre) tayini - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
Kateter takılması - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
Aferez ile eritrosit exchange tedavisi - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
Periton diyalizi için kateter yerleştirme  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"100,00",İÇ HASTALIKLARI
"Rektosigmoidoskopi (sol kolonoskopi, fleksibl rektosigmoidoskopi)  - GASTROENTEROLOJİ","90,00",İÇ HASTALIKLARI
"Endoskopik Hemoroid Tedavileri (Enjeksiyon, bant uygulaması, infrared uygulaması,vb.)  - ENTERAL BESLENME GİRİŞİMLERİ","75,00",İÇ HASTALIKLARI
Kemoterapi ilacının 8-24 saatte uygulanması (her bir ilaç için)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"75,00",İÇ HASTALIKLARI
Üst endoskopi (özofagogastroduodenoskopi)  - GASTROENTEROLOJİ,"70,00",İÇ HASTALIKLARI
PH Capsule Bravo - DİĞER İŞLEMLER,"70,00",İÇ HASTALIKLARI
Karaciğer iğne biyopsisi - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"70,00",İÇ HASTALIKLARI
Dalak ponksiyonu - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"70,00",İÇ HASTALIKLARI
Kemik iliği biyopsisi - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"60,00",İÇ HASTALIKLARI
Kemoterapi ilacının 1-8 saatte uygulanması (her bir ilaç için)  - HEMATOLOJİ-ONKOLOJİ-NEFROLOJİ,"55,00",İÇ HASTALIKLARI
Stent çıkarılması - GASTROENTEROLOJİ,"50,00",İÇ HASTALIKLARI
"d) Takılmış dren yoluyla kontrol film alınması (nazobiliyer, nazopankreatik, nazosistik dren kontrolü ve T tüp kolanjiografi, vb.)  - GASTROENTEROLOJİ","50,00",İÇ HASTALIKLARI
